episodio,pasos,recompensa
450,18518,23.519896
451,18673,270.35315
452,18762,-6.5248075
453,18799,18.111113
454,18968,250.68732
455,19148,65.11308
456,19317,49.002106
457,19480,235.19211
458,19690,157.80766
459,19864,41.31909
460,20113,352.45328
461,20319,52.854748
462,20462,6.4733005
463,20540,4.1375184
464,20628,-5.2259827
465,20796,209.3416
466,20928,21.162035
467,21103,125.81371
468,21199,3.6222377
469,21263,38.493675
470,21530,113.43043
471,21864,168.85365
472,22049,288.6282
473,22313,167.33571
474,22471,72.15725
475,22692,58.67098
476,22832,23.303621
477,22944,-2.1872137
478,23073,33.046997
479,23179,23.979046
480,23343,264.49442
481,23703,431.69043
482,23852,240.4161
483,24028,146.90948
484,24160,226.4965
485,24383,91.06776
486,24545,22.131884
487,24742,282.8152
488,25017,402.3284
489,25147,232.4834
490,25319,41.951916
491,25450,47.09357
492,25690,349.02872
493,25912,119.37292
494,26052,1.0091497
495,26171,6.2270703
496,26341,60.429306
497,26512,-16.413206
498,26738,99.12544
499,26854,15.528245
500,26972,49.165195
501,27117,240.46399
502,27242,197.35568
503,27406,305.89468
504,27671,135.99207
505,27768,173.58427
506,27908,64.27457
507,28125,318.3886
508,28303,119.32964
509,28528,307.3861
510,28754,323.79456
511,29084,477.66196
512,29449,230.76675
513,29656,44.65175
514,30022,452.9144
515,30179,249.85136
516,30336,271.4588
517,30490,97.48613
518,30634,40.569164
519,30801,258.67435
520,30944,261.10794
521,31104,272.79724
522,31264,25.460806
523,31418,26.444185
524,31578,246.63857
525,31791,316.50684
526,32119,147.74828
527,32424,187.86098
528,32597,255.87857
529,32759,60.930984
530,32955,67.52432
531,33204,365.1711
532,33386,248.94681
533,33519,241.08012
534,33822,143.54704
535,34078,123.2841
536,34250,310.7335
537,34526,159.62833
538,34732,340.4308
539,34938,296.22174
540,35153,68.44144
541,35324,267.43292
542,35484,253.19572
543,35762,379.99008
544,36080,401.02094
545,36228,17.83157
546,36536,126.01761
547,36753,350.42755
548,36942,316.15323
549,37353,542.66766
550,37536,76.772865
551,37778,370.42844
552,38074,153.78033
553,38240,293.04428
554,38465,323.8035
555,38764,378.5471
556,38970,131.34518
557,39170,325.80054
558,39483,412.6723
559,39663,298.66943
560,40006,444.77765
561,40184,68.226555
562,40364,86.31308
563,40578,138.37595
564,40809,106.754326
565,41034,344.39
566,41214,294.36942
567,41391,314.04318
568,41567,279.8024
569,41752,298.94254
570,41929,305.51025
571,42057,241.60529
572,42333,306.61307
573,42684,485.01382
574,42836,284.4213
575,43130,143.90848
576,43377,386.72058
577,43515,232.48387
578,43631,228.24237
579,43870,351.88824
580,43986,198.3306
581,44208,322.82642
582,44506,366.0241
583,44716,337.8871
584,45035,225.16412
585,45163,217.49536
586,45435,378.32312
587,45647,339.08054
588,45835,263.70337
589,45990,57.028534
590,46156,292.92755
591,46299,271.22083
592,46465,275.38785
593,46672,335.14825
594,46824,274.46222
595,47029,334.66742
596,47251,344.75177
597,47407,267.62674
598,47755,195.56497
599,47887,214.7917
600,48054,294.39258
601,48274,350.11105
602,48492,66.70807
603,48702,342.61066
604,48912,346.25592
605,49067,257.47507
606,49249,306.2418
607,49400,61.808266
608,49662,362.13397
609,49997,422.44067
610,50219,369.03293
611,50356,254.63655
612,50515,279.34622
613,50692,311.35425
614,50860,67.745224
615,51084,363.69675
616,51384,408.1358
617,51531,248.98914
618,51708,313.90555
619,51959,356.1261
620,52100,255.94017
621,52352,383.32254
622,52481,235.62071
623,52674,309.43695
624,52963,397.47754
625,53151,304.61206
626,53280,239.16068
627,53451,286.49698
628,53666,92.72349
629,53810,268.0366
630,53938,243.22
631,54098,247.33046
632,54267,287.60242
633,54401,235.48128
634,54580,316.15854
635,54734,259.80112
